text,label,pred_prob_TRUE,pred_label,true_label,source_reason
"lose the distractions while enjoying nature outings/adrenalin-pumping adventure walks. You'll be able to connect with your loved ones, and even your own inner self, in a unique way.",FALSE,0.009481422,FALSE,FALSE,support_FALSE_near_boundary
"Its footsteps can be faint that echo in the night's silence"" 

""The camera zooms in on the face of a man who is staring at the screen intently.",FALSE,0.009462908,FALSE,FALSE,support_FALSE_near_boundary
# Daily Planning 9 ideas So Good They May Be Shocks!,FALSE,0.009429468,FALSE,FALSE,support_FALSE_near_boundary
"No matter your level of field obedience readiness certification: 01-02-2019, 12.",FALSE,0.009401539,FALSE,FALSE,support_FALSE_near_boundary
"Meet up for our broadcast four!
Elena on July at am EST.",FALSE,0.009380011,FALSE,FALSE,support_FALSE_near_boundary
"One reality show in particular has captured enough love globally. Love Is. It is primarily a dating show, but it is different from the other dating shows in many ways.",FALSE,0.0093574375,FALSE,FALSE,support_FALSE_near_boundary
"With KitchenAide, Apple offer you an accurate measure.

The temperature probe is connected to the Smart Scale.",FALSE,0.009316751,FALSE,FALSE,support_FALSE_near_boundary
"Based that completion dates have just changed with the approval. The new targets are still too far away, and I think the targets are too low.",FALSE,0.009296498,FALSE,FALSE,support_FALSE_near_boundary
"Is anyone expecting a baby soonorb anymore puns.
If Johnny always wears a hat, then he must be a hat.",FALSE,0.00928114,FALSE,FALSE,support_FALSE_near_boundary
Increased comfort has given newborn versions rows on the fashion highways—and the fashion-conscious parents who are willing to shell out the money for it.,FALSE,0.009272024,FALSE,FALSE,support_FALSE_near_boundary
At our Brooklyn Heights barbers in Australia Melbourne CBD barber shops barber chairs have features that are designed to make your grooming experience as comfortable as possible.,FALSE,0.009259483,FALSE,FALSE,support_FALSE_near_boundary
Researchers incorporate genetic manipulation exercises whereby they use molecular tools methods such CRsIPRs and TALENs to create genetic mutations in cells or organisms.,FALSE,0.009248479,FALSE,FALSE,support_FALSE_near_boundary
